671.5,399.0,108.2266141020775,1563115921.924327
667.5,397.0,108.2266141020775,1563115922.262351
672.75,400.75,107.69633234237831,1563115922.538275
676.75,400.75,111.5907702276492,1563115922.816755
675.5,401.0,109.16501271011697,1563115923.087562
674.0,400.5,109.07336980216573,1563115923.363792
674.0,403.0,107.11675872616759,1563115923.633572
678.0,399.5,110.11357772772621,1563115923.915284
686.75,400.25,110.59159100040111,1563115924.189981
695.75,399.25,108.50115206761632,1563115924.469434
699.5,400.5,108.0,1563115924.749867
697.75,400.25,108.51036816820778,1563115925.01393
696.75,401.25,109.50114154656106,1563115925.292276
695.75,401.25,107.50116278440899,1563115925.570918
696.75,401.25,108.50115206761632,1563115925.857161
697.75,401.75,108.50115206761632,1563115926.123433
696.5,400.5,110.0,1563115926.403892
686.75,404.75,111.5280233842598,1563115926.666019
685.5,404.5,107.0420478129973,1563115926.948541
685.75,404.25,110.59159100040111,1563115927.218889
687.75,405.25,109.51027349066388,1563115927.469
687.25,404.75,107.55696165288418,1563115927.770055
686.0,403.5,109.01834707974616,1563115928.32885
686.25,404.75,107.55696165288418,1563115928.606658
685.0,403.5,107.01868995647442,1563115928.873191
684.25,404.25,107.59414482210451,1563115929.152651
685.25,403.75,106.59502802663921,1563115929.437559
683.25,403.25,108.55643693489576,1563115929.696663
682.75,403.75,108.55643693489576,1563115929.970382
684.0,403.0,108.01851693112621,1563115930.230466
683.25,404.25,109.59242674564699,1563115930.503913
684.25,404.75,108.52879802153896,1563115930.770935
681.0,403.5,109.07336980216573,1563115931.054488
685.75,404.25,106.52933868188613,1563115931.319456
680.25,403.25,108.55643693489576,1563115931.591683
683.0,402.5,108.04165863221463,1563115931.874276
682.0,405.5,108.04165863221463,1563115932.151628
679.0,405.5,108.04165863221463,1563115932.426391
